phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count
train,0.1,122,-1,0.7804,136.23084558224056,86.80555555555556,0,0,0,0,1424.3,23.47926199261993,1447.77926199262,-204.0,-142.43,-346.43,66,73,58,40,51
train,0.1,123,-1,0.7786,178.3930859458035,56.59722222222222,0,0,0,0,1593.8999999999999,23.47926199261993,1617.3792619926198,142.0,-159.39,-17.389999999999997,63,64,49,45,67
train,0.1,124,-1,0.7767999999999999,289.0450296984033,3.125,0,0,148,4,1914.1,23.47926199261993,1937.5792619926199,-1564.0,-191.41,-1755.4099999999999,45,43,51,64,85
train,0.1,125,-1,0.775,151.44581674744362,64.58333333333334,1,1,0,0,1565.3,23.47926199261993,1588.77926199262,-303.0,-156.52999999999997,-459.53000000000003,52,69,56,58,53
train,0.1,126,-1,0.7732,109.87550249992177,84.375,28,1,0,0,1371.1,23.47926199261993,1394.5792619926199,-1164.0,-137.10999999999999,-1301.1100000000001,68,78,49,50,43
train,0.1,127,-1,0.7714,162.23542691960907,63.888888888888886,0,0,0,0,1653.2000000000003,23.47926199261993,1676.6792619926202,32.0,-165.32,-133.32,72,46,50,44,76
train,0.1,128,-1,0.7696,100.39953381943964,38.19444444444444,119,8,0,0,1599.4,23.47926199261993,1622.87926199262,-2557.0,-159.94,-2716.94,59,60,56,51,62
train,0.1,129,-1,0.7678,164.546809518698,66.31944444444444,0,0,0,0,1638.1,23.47926199261993,1661.5792619926199,24.0,-163.81,-139.81,62,52,60,45,69
train,0.1,130,-1,0.766,131.66720702927472,65.27777777777779,8,4,0,0,1459.2999999999997,23.47926199261993,1482.7792619926197,-818.0,-145.93,-963.9300000000001,74,58,53,50,53
train,0.1,131,-1,0.7642,197.84861283733528,45.13888888888889,0,0,0,0,1446.6999999999998,23.47926199261993,1470.1792619926198,26.0,-144.67,-118.66999999999999,84,55,46,44,59
train,0.1,132,-1,0.7624,149.35916779383203,89.23611111111111,0,0,0,0,1685.8000000000002,23.47926199261993,1709.2792619926201,160.0,-168.57999999999998,-8.580000000000013,69,46,36,67,70
